group;count;min;p01;p05;p25;median;p75;p95;p99;max
all;9137;0.0608989939934878;0.14567087816636737;0.27941501944102326;0.4186741104568785;0.5064957122204001;0.5908715371066731;0.7240823204348382;0.8485483866021031;0.9526017169744972
