property_id;scenario;feature;feature_value;shap_value;effect
ID4194;current;cat__settlement_type_Nagyközség;;0.006496527540369227;increase
ID4195;current;cat__county_Pest vármegye;;0.022027860154569957;increase
ID4195;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.011684810820095601;decrease
ID4195;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.007551911346889736;increase
ID4196;current;building_area_m2;104.07219740193848;0.04759655942944278;increase
ID4196;current;condition;2;0.03735881946869809;increase
ID4196;current;cat__settlement_type_Város;;0.017768804349871478;increase
ID4197;current;building_area_m2;150.32271534479352;-0.17040537418289528;decrease
ID4197;current;cat__county_Pest vármegye;;-0.03533829907612007;decrease
ID4197;current;cat__county_Békés vármegye;;-0.01873686240355417;decrease
ID4198;current;cat__settlement_type_Város;;0.01914153225225368;increase
ID4198;current;condition;2;0.01798314440575618;increase
ID4198;current;building_area_m2;112.81951452542272;0.008545530157739489;increase
ID4199;current;condition;3;-0.022690407444189473;decrease
ID4199;current;building_area_m2;79.13584456213592;0.013335704215321185;increase
ID4199;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.00858748018441343;decrease
ID4200;current;building_area_m2;126.1687949755173;-0.0705898640753917;decrease
ID4200;current;cat__county_Pest vármegye;;-0.02448349962121281;decrease
ID4200;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.008213858125537788;decrease
ID4201;current;cat__county_Pest vármegye;;-0.024635940524720224;decrease
ID4201;current;condition;4;-0.021532080991223824;decrease
ID4201;current;building_area_m2;73.934988371741;0.012703698142670097;increase
ID4202;current;building_area_m2;88.85605007531997;0.08385253943103996;increase
ID4202;current;cat__county_Pest vármegye;;0.03663506139918144;increase
ID4202;current;cat__settlement_type_Város;;0.020599359990166495;increase
ID4203;current;building_area_m2;39.901809962491406;0.054498433190996814;increase
ID4203;current;cat__county_Pest vármegye;;-0.022183280041993155;decrease
ID4203;current;cat__settlement_type_Község;;0.01559726302748986;increase
ID4204;current;cat__settlement_type_Város;;0.03161736569188524;increase
ID4204;current;condition;1;-0.014941733556212615;decrease
ID4204;current;cat__settlement_type_Község;;0.010427653840004983;increase
ID4205;current;building_area_m2;96.33568747469354;-0.1016215321554642;decrease
ID4205;current;condition;3;-0.018380344115289726;decrease
ID4205;current;cat__county_Pest vármegye;;-0.013278694336045463;decrease
ID4206;current;cat__county_Bács-Kiskun vármegye;;-0.05794368386963398;decrease
ID4206;current;cat__settlement_type_Város;;0.015543969838117044;increase
ID4206;current;condition;2;0.01484626872329981;increase
ID4207;current;cat__county_Bács-Kiskun vármegye;;-0.01897550031072545;decrease
ID4207;current;condition;3;-0.01628097211915616;decrease
ID4207;current;cat__settlement_type_Község;;0.01264533130731963;increase
ID4208;current;building_area_m2;60.0;0.08491245424127512;increase
ID4208;current;cat__settlement_type_Község;;0.016329943712963972;increase
ID4208;current;cat__settlement_type_Város;;0.013760265140275433;increase
ID4209;current;building_area_m2;48.0;0.08678162023497647;increase
ID4209;current;cat__settlement_type_Község;;0.024362273185481974;increase
ID4209;current;condition;2;-0.024051993226846407;decrease
ID4210;current;cat__county_Bács-Kiskun vármegye;;-0.06189007585737799;decrease
ID4210;current;building_area_m2;74.0;-0.021275028459236085;decrease
ID4210;current;cat__settlement_type_Város;;-0.009264180137111333;decrease
ID4211;current;cat__county_Bács-Kiskun vármegye;;-0.029213194566809268;decrease
ID4211;current;cat__settlement_type_Község;;0.01566903968383713;increase
ID4211;current;cat__settlement_type_Város;;0.01167327967361275;increase
ID4212;current;cat__county_Bács-Kiskun vármegye;;0.014058115462258693;increase
ID4212;current;condition;3;-0.013599361357870652;decrease
ID4212;current;building_area_m2;45.0;0.009975283900550035;increase
ID4213;current;building_area_m2;69.0;0.0632486988621188;increase
ID4213;current;cat__county_Hajdú-Bihar vármegye;;0.010358852351136327;increase
ID4213;current;cat__settlement_type_Nagyközség;;-0.007117055928529627;decrease
ID4214;current;building_area_m2;43.0;0.08496728672830338;increase
ID4214;current;cat__settlement_type_Község;;0.013522458266252674;increase
ID4214;current;cat__county_Bács-Kiskun vármegye;;-0.010186402751488688;decrease
ID4215;current;activation_year;2024;-0.10236866841487208;decrease
ID4215;current;condition;2;-0.06926930200451344;decrease
ID4215;current;building_area_m2;60.0;0.012614992809250011;increase
ID4216;current;building_area_m2;48.0;0.11188770909687903;increase
ID4216;current;cat__settlement_type_Község;;0.024372046370086487;increase
ID4216;current;cat__county_Bács-Kiskun vármegye;;0.012570098164589694;increase
ID4217;current;cat__county_Bács-Kiskun vármegye;;-0.07397431094097846;decrease
ID4217;current;building_area_m2;74.0;-0.03575398368819889;decrease
ID4217;current;condition;3;-0.016432541002604807;decrease
ID4218;current;cat__county_Bács-Kiskun vármegye;;0.029631330414920103;increase
ID4218;current;condition;3;0.018511817230287775;increase
ID4218;current;cat__settlement_type_Város;;-0.008665313787243055;decrease
ID4219;current;building_area_m2;42.0;0.05995963802049877;increase
ID4219;current;cat__settlement_type_Község;;0.01580672971646031;increase
ID4219;current;cat__settlement_type_Nagyközség;;-0.005645803041947301;decrease
ID4220;current;building_area_m2;66.0;0.04812179154581738;increase
ID4220;current;cat__county_Bács-Kiskun vármegye;;-0.030720666463565117;decrease
ID4220;current;condition;3;0.009314471638926262;increase
ID4221;current;building_area_m2;66.0;0.04812179154581738;increase
ID4221;current;cat__county_Bács-Kiskun vármegye;;-0.030720666463565117;decrease
ID4221;current;condition;3;0.009314471638926262;increase
ID4222;current;building_area_m2;81.0;0.005757574386186523;increase
ID4222;current;cat__county_Bács-Kiskun vármegye;;-0.005387268682459215;decrease
ID4222;current;activation_year;2022;0.004768368725994065;increase
ID4223;current;building_area_m2;78.0;0.03588909138265879;increase
ID4223;current;cat__county_Borsod-Abaúj-Zemplén vármegye;;0.007858584892850877;increase
ID4223;current;cat__county_Bács-Kiskun vármegye;;-0.005713160716422971;decrease
ID4224;current;building_area_m2;84.0;-0.025390005616545412;decrease
ID4224;current;condition;3;-0.011525517095485093;decrease
ID4224;current;cat__settlement_type_Nagyközség;;-0.009255439351945918;decrease
ID4225;current;building_area_m2;111.0;0.06973382502302823;increase
ID4225;current;cat__county_Bács-Kiskun vármegye;;-0.01913272091142579;decrease
ID4225;current;condition;3;0.018870187359430586;increase
ID4226;current;building_area_m2;126.0;0.030717210624988653;increase
ID4226;current;cat__settlement_type_Város;;-0.019602718561621907;decrease
ID4226;current;condition;3;0.015771403173702476;increase
ID4227;current;building_area_m2;44.0;0.09893704423818522;increase
ID4227;current;cat__county_Bács-Kiskun vármegye;;-0.011521700604638193;decrease
ID4227;current;cat__settlement_type_Község;;0.005153675424578975;increase
ID4228;current;building_area_m2;93.0;0.05067648388604649;increase
ID4228;current;cat__settlement_type_Város;;0.01666470285666422;increase
ID4228;current;cat__settlement_type_Község;;0.01031013967540127;increase
ID4229;current;condition;2;-0.0739785078071957;decrease
ID4229;current;building_area_m2;111.0;-0.020441937663223112;decrease
ID4229;current;cat__settlement_type_Város;;0.004570871882527774;increase
ID4230;current;cat__county_Bács-Kiskun vármegye;;-0.01620429792966213;decrease
ID4230;current;cat__county_Borsod-Abaúj-Zemplén vármegye;;0.014374846114089946;increase
ID4230;current;cat__settlement_type_Nagyközség;;-0.01107941626061618;decrease
ID4231;current;building_area_m2;129.0;-0.07491702201529717;decrease
ID4231;current;cat__county_Bács-Kiskun vármegye;;-0.03976246178532372;decrease
ID4231;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.01569385165175383;decrease
ID4232;current;cat__county_Bács-Kiskun vármegye;;-0.03478896146184055;decrease
ID4232;current;building_area_m2;57.0;0.019568293790570016;increase
ID4232;current;cat__county_Békés vármegye;;-0.010111100711505406;decrease
ID4233;current;cat__county_Bács-Kiskun vármegye;;-0.06497094064691201;decrease
ID4233;current;building_area_m2;53.0;0.025868982495413383;increase
ID4233;current;cat__settlement_type_Nagyközség;;-0.011883185543941577;decrease
ID4234;current;building_area_m2;82.0;0.049349972563021934;increase
ID4234;current;cat__county_Bács-Kiskun vármegye;;-0.007917881835484843;decrease
ID4234;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.006945285324331419;decrease
ID4235;current;cat__county_Bács-Kiskun vármegye;;-0.028017390536463398;decrease
ID4235;current;building_area_m2;105.0;-0.020115933834721173;decrease
ID4235;current;cat__county_Békés vármegye;;-0.009532636030410982;decrease
ID4236;current;building_area_m2;85.0;0.03850456528495968;increase
ID4236;current;cat__county_Békés vármegye;;0.01646426072411515;increase
ID4236;current;cat__settlement_type_Város;;0.012188482064197344;increase
ID4237;current;building_area_m2;108.0;-0.026910858144459694;decrease
ID4237;current;cat__county_Bács-Kiskun vármegye;;-0.011080320576755476;decrease
ID4237;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.0102418908075603;decrease
ID4238;current;building_area_m2;97.0;-0.05103703749472343;decrease
ID4238;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.009244552702264649;increase
ID4238;current;cat__settlement_type_Község;;0.006839477930961429;increase
ID4239;current;building_area_m2;84.0;-0.025390005616545412;decrease
ID4239;current;condition;3;-0.011525517095485093;decrease
ID4239;current;cat__settlement_type_Nagyközség;;-0.009255439351945918;decrease
ID4240;current;cat__county_Bács-Kiskun vármegye;;0.04190054268794106;increase
ID4240;current;condition;3;0.018728173177805944;increase
ID4240;current;building_area_m2;124.0;-0.01777595287467515;decrease
ID4241;current;condition;3;-0.02424516123763001;decrease
ID4241;current;cat__county_Bács-Kiskun vármegye;;-0.023681998380592685;decrease
ID4241;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.009342998513280045;decrease
ID4242;current;building_area_m2;132.0;-0.08142699048557846;decrease
ID4242;current;cat__county_Bács-Kiskun vármegye;;-0.03968547721902996;decrease
ID4242;current;cat__county_Békés vármegye;;-0.018123641492155774;decrease
ID4243;current;cat__county_Bács-Kiskun vármegye;;-0.03478896146184055;decrease
ID4243;current;building_area_m2;57.0;0.019568293790570016;increase
ID4243;current;cat__county_Békés vármegye;;-0.010111100711505406;decrease
ID4244;current;building_area_m2;108.0;-0.026910858144459694;decrease
ID4244;current;cat__county_Bács-Kiskun vármegye;;-0.011080320576755476;decrease
ID4244;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.0102418908075603;decrease
ID4245;current;building_area_m2;118.0;-0.04322323981851566;decrease
ID4245;current;condition;3;-0.011995260931747461;decrease
ID4245;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.009576745044737921;increase
ID4246;current;building_area_m2;60.0;0.08491245424127512;increase
ID4246;current;cat__settlement_type_Község;;0.016329943712963972;increase
ID4246;current;cat__settlement_type_Város;;0.013760265140275433;increase
ID4247;current;building_area_m2;117.0;-0.01856998418883747;decrease
ID4247;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.006593696589654056;decrease
ID4247;current;cat__settlement_type_Város;;-0.006540966968399765;decrease
ID4248;current;cat__county_Bács-Kiskun vármegye;;-0.03478896146184055;decrease
ID4248;current;building_area_m2;57.0;0.019568293790570016;increase
ID4248;current;cat__county_Békés vármegye;;-0.010111100711505406;decrease
ID4249;current;building_area_m2;118.0;-0.04322323981851566;decrease
ID4249;current;condition;3;-0.011995260931747461;decrease
ID4249;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.009576745044737921;increase
ID4250;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.0405345190946267;decrease
ID4250;current;cat__settlement_type_Város;;0.030601517975082752;increase
ID4250;current;cat__settlement_type_Község;;0.013031976795445111;increase
ID4251;current;building_area_m2;36.0;0.05799399569747536;increase
ID4251;current;cat__settlement_type_Község;;0.02081816648945961;increase
ID4251;current;cat__county_Fejér vármegye;;0.01508367107535613;increase
ID4252;current;building_area_m2;109.0;-0.10008678606696313;decrease
ID4252;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.018917354337658968;decrease
ID4252;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.010424290517312265;decrease
ID4253;current;building_area_m2;99.0;0.047190248381374096;increase
ID4253;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.03230656288872346;increase
ID4253;current;activation_year;2024;-0.02346894698041803;decrease
ID4254;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.0405345190946267;decrease
ID4254;current;cat__settlement_type_Város;;0.030601517975082752;increase
ID4254;current;cat__settlement_type_Község;;0.013031976795445111;increase
ID4255;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.03706074882246627;decrease
ID4255;current;condition;2;-0.03594513526691314;decrease
ID4255;current;cat__settlement_type_Város;;0.01984940171474189;increase
ID4256;current;building_area_m2;94.0;-0.08343683883330247;decrease
ID4256;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.01866136963358558;decrease
ID4256;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.009808653867138915;decrease
ID4257;current;building_area_m2;78.0;0.11635144311882398;increase
ID4257;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.08472192587597233;increase
ID4257;current;cat__settlement_type_Község;;0.019172567190032574;increase
ID4258;current;building_area_m2;57.0;0.09331667807146894;increase
ID4258;current;condition;2;0.02762751128932972;increase
ID4258;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.012999772406372184;increase
ID4259;current;condition;4;0.04858589715015205;increase
ID4259;current;building_area_m2;63.0;0.047711085940873796;increase
ID4259;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.016060237374644497;decrease
ID4260;current;building_area_m2;100.0;0.011646500886098053;increase
ID4260;current;condition;3;0.01116786686508623;increase
ID4260;current;cat__settlement_type_Város;;-0.00968772570759784;decrease
ID4261;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.02058058410778111;increase
ID4261;current;cat__settlement_type_Város;;0.017459887703369044;increase
ID4261;current;cat__settlement_type_Község;;0.015581228271039834;increase
ID4262;current;building_area_m2;67.0;0.057716293378290706;increase
ID4262;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.053189423136250226;increase
ID4262;current;cat__settlement_type_Község;;0.01308635288426644;increase
ID4263;current;building_area_m2;121.0;0.0631673164564591;increase
ID4263;current;condition;1;0.05919376680355922;increase
ID4263;current;cat__settlement_type_Város;;0.02719132327317782;increase
ID4264;current;building_area_m2;123.0;0.06087435414014597;increase
ID4264;current;condition;4;0.048699768346782316;increase
ID4264;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.026907158299817355;increase
ID4265;current;condition;2;-0.052791761584693286;decrease
ID4265;current;building_area_m2;77.0;0.050647304655309956;increase
ID4265;current;cat__settlement_type_Város;;0.012915603428387122;increase
ID4266;current;building_area_m2;125.0;-0.08447538115626975;decrease
ID4266;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.031485297193125324;decrease
ID4266;current;cat__settlement_type_Város;;-0.012993307141554337;decrease
ID4267;current;building_area_m2;99.0;0.04249852455026304;increase
ID4267;current;cat__settlement_type_Város;;0.010290503107044146;increase
ID4267;current;condition;4;-0.008064310014251598;decrease
ID4268;current;building_area_m2;105.0;-0.04565679593074477;decrease
ID4268;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.030064443362249282;decrease
ID4268;current;cat__county_Békés vármegye;;-0.009613157808942086;decrease
ID4269;current;cat__settlement_type_Város;;0.022527402551092434;increase
ID4269;current;building_area_m2;180.0;0.009507971108726698;increase
ID4269;current;activation_year;2022;0.005830404533801384;increase
ID4270;current;condition;1;-0.023910871166826178;decrease
ID4270;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.020088585292241987;increase
ID4270;current;activation_year;2022;0.010294566090530108;increase
ID4271;current;building_area_m2;176.0;-0.14281329207005772;decrease
ID4271;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.03359542381357482;decrease
ID4271;current;condition;4;0.015530352055795293;increase
ID4272;current;cat__settlement_type_Város;;0.020133466996501127;increase
ID4272;current;cat__settlement_type_Község;;0.011987068140891207;increase
ID4272;current;condition;3;0.009182935296946025;increase
ID4273;current;condition;2;-0.032679273255310934;decrease
ID4273;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.031521499979895895;decrease
ID4273;current;building_area_m2;91.0;-0.01294147961434467;decrease
ID4274;current;building_area_m2;97.0;-0.1098134060201704;decrease
ID4274;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.02887781147743232;decrease
ID4274;current;cat__settlement_type_Város;;-0.02598612018642405;decrease
ID4275;current;building_area_m2;109.0;-0.10008678606696313;decrease
ID4275;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.018917354337658968;decrease
ID4275;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.010424290517312265;decrease
ID4276;current;condition;5;0.04462426424844438;increase
ID4276;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.03357464712793034;increase
ID4276;current;building_area_m2;133.0;-0.02398620282335277;decrease
ID4277;current;building_area_m2;194.0;-0.17800522472977762;decrease
ID4277;current;cat__county_Borsod-Abaúj-Zemplén vármegye;;-0.018093204710630657;decrease
ID4277;current;condition;3;-0.015054784453670715;decrease
ID4278;current;condition;4;0.052787294934916656;increase
ID4278;current;building_area_m2;101.0;0.03452172082727327;increase
ID4278;current;cat__settlement_type_Község;;0.014019523746012244;increase
ID4279;current;building_area_m2;100.0;0.011646500886098053;increase
ID4279;current;condition;3;0.01116786686508623;increase
ID4279;current;cat__settlement_type_Város;;-0.00968772570759784;decrease
ID4564;current;building_area_m2;127.0;0.02359441393908774;increase
ID4564;current;condition;3;0.014087220381280852;increase
ID4564;current;cat__settlement_type_Város;;0.012802294549995524;increase
ID4280;current;condition;1;0.10503734443241997;increase
ID4280;current;cat__settlement_type_Város;;0.015081739600004567;increase
ID4280;current;building_area_m2;120.0;0.010138274464531236;increase
ID4281;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.020491120736279185;decrease
ID4281;current;activation_year;2022;-0.006279625273948408;decrease
ID4281;current;cat__county_Békés vármegye;;-0.0052331206345874294;decrease
ID4282;current;building_area_m2;68.0;0.02515880628134643;increase
ID4282;current;cat__settlement_type_Község;;0.023541278303303704;increase
ID4282;current;condition;4;-0.016019040632691682;decrease
ID4283;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.024353832673460737;increase
ID4283;current;cat__settlement_type_Község;;0.013455677642945977;increase
ID4283;current;cat__settlement_type_Város;;0.00963291867979389;increase
ID4284;current;building_area_m2;117.0;-0.030977151222629624;decrease
ID4284;current;condition;4;-0.019940727709041595;decrease
ID4284;current;cat__settlement_type_Város;;0.016080782762210345;increase
ID4285;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.028702643652618747;increase
ID4285;current;condition;2;-0.01455786703088015;decrease
ID4285;current;cat__settlement_type_Község;;0.011758437716990757;increase
ID4286;current;building_area_m2;68.57026408835044;0.0983088685363516;increase
ID4286;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.022472618714642043;increase
ID4286;current;cat__settlement_type_Község;;0.016975653952753248;increase
ID4287;current;building_area_m2;204.0;-0.15781082579997047;decrease
ID4287;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.01733418882919889;decrease
ID4287;current;cat__county_Borsod-Abaúj-Zemplén vármegye;;-0.017258460913366108;decrease
ID4288;current;condition;4;0.052787294934916656;increase
ID4288;current;building_area_m2;101.0;0.03452172082727327;increase
ID4288;current;cat__settlement_type_Község;;0.014019523746012244;increase
ID4289;current;building_area_m2;109.0;-0.10008678606696313;decrease
ID4289;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.018917354337658968;decrease
ID4289;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.010424290517312265;decrease
ID4290;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.060542167708660624;increase
ID4290;current;cat__settlement_type_Község;;0.019944168430468725;increase
ID4290;current;cat__settlement_type_Város;;0.014693949992449615;increase
ID4291;current;building_area_m2;97.0;-0.1098134060201704;decrease
ID4291;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.02887781147743232;decrease
ID4291;current;cat__settlement_type_Város;;-0.02598612018642405;decrease
ID4292;current;building_area_m2;110.0;-0.10959628448059776;decrease
ID4292;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.02564636627196835;decrease
ID4292;current;cat__settlement_type_Város;;-0.019026343793451125;decrease
ID4293;current;building_area_m2;118.0;-0.07353523508276406;decrease
ID4293;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.044934650669401874;decrease
ID4293;current;cat__settlement_type_Város;;0.009236785792450103;increase
ID4294;current;building_area_m2;94.0;-0.08818400143314352;decrease
ID4294;current;condition;2;-0.033894342669404165;decrease
ID4294;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.016175252430253553;decrease
ID4295;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.045625675922528766;decrease
ID4295;current;cat__settlement_type_Város;;-0.01864455543159948;decrease
ID4295;current;cat__settlement_type_Község;;-0.011842624984122828;decrease
ID4296;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.027568324162578567;increase
ID4296;current;cat__settlement_type_Város;;0.02045891698561307;increase
ID4296;current;building_area_m2;160.0;-0.016276877373098558;decrease
ID4297;current;building_area_m2;96.0;-0.0674577125026288;decrease
ID4297;current;condition;4;0.017933948140370297;increase
ID4297;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.011004433726351183;decrease
ID4298;current;condition;4;-0.03961556392602572;decrease
ID4298;current;cat__settlement_type_Város;;0.01598582219734781;increase
ID4298;current;cat__settlement_type_Község;;0.009979141431666533;increase
ID4299;current;building_area_m2;109.0;-0.10008678606696313;decrease
ID4299;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.018917354337658968;decrease
ID4299;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.010424290517312265;decrease
ID4300;current;building_area_m2;67.0;0.057716293378290706;increase
ID4300;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.053189423136250226;increase
ID4300;current;cat__settlement_type_Község;;0.01308635288426644;increase
ID4301;current;building_area_m2;93.0;0.029027510178101873;increase
ID4301;current;cat__settlement_type_Város;;0.022628166611962854;increase
ID4301;current;cat__settlement_type_Község;;0.01275112860631541;increase
ID4302;current;building_area_m2;87.0;0.07102719419170223;increase
ID4302;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.014562374445369461;increase
ID4302;current;cat__settlement_type_Község;;-0.013907180247482236;decrease
ID4303;current;building_area_m2;62.0;-0.08130444991192906;decrease
ID4303;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.07496757912372735;decrease
ID4303;current;condition;3;-0.024353977299103775;decrease
ID4304;current;condition;2;-0.041815799354134646;decrease
ID4304;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.022237111762392386;increase
ID4304;current;cat__settlement_type_Város;;0.011319997647817936;increase
ID4305;current;building_area_m2;116.0;0.07103804965816617;increase
ID4305;current;cat__settlement_type_Város;;0.027567012499718324;increase
ID4305;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.012884379504610077;decrease
ID4306;current;building_area_m2;100.0;0.011646500886098053;increase
ID4306;current;condition;3;0.01116786686508623;increase
ID4306;current;cat__settlement_type_Város;;-0.00968772570759784;decrease
ID4307;current;building_area_m2;117.0;-0.030977151222629624;decrease
ID4307;current;condition;4;-0.019940727709041595;decrease
ID4307;current;cat__settlement_type_Város;;0.016080782762210345;increase
ID4308;current;building_area_m2;184.0;-0.0897668881497244;decrease
ID4308;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.010109489835286095;decrease
ID4308;current;condition;4;0.00885972657946388;increase
ID4309;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.030086271054688925;increase
ID4309;current;building_area_m2;107.0;0.02677443705547731;increase
ID4309;current;cat__settlement_type_Város;;0.0136773869335823;increase
ID4310;current;building_area_m2;59.0;0.09539392661385143;increase
ID4310;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.02516102042050121;increase
ID4310;current;cat__settlement_type_Város;;0.017013420650477156;increase
ID4311;current;building_area_m2;103.0;0.03339902565682456;increase
ID4311;current;cat__settlement_type_Város;;0.03241226093234809;increase
ID4311;current;cat__settlement_type_Község;;0.014644968822108783;increase
ID4312;current;building_area_m2;128.0;-0.1663093891280192;decrease
ID4312;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.05576920071833898;decrease
ID4312;current;cat__settlement_type_Község;;-0.016773253085732034;decrease
ID4313;current;building_area_m2;129.0;-0.13533280387279972;decrease
ID4313;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.04919766688845212;decrease
ID4313;current;condition;4;-0.03730318540542728;decrease
ID4314;current;building_area_m2;77.0;0.09025204671493425;increase
ID4314;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.04047128856132105;increase
ID4314;current;activation_year;2022;0.014760114744845171;increase
ID4315;current;building_area_m2;96.0;-0.0674577125026288;decrease
ID4315;current;condition;4;0.017933948140370297;increase
ID4315;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.011004433726351183;decrease
ID4316;current;condition;4;0.02802930277086755;increase
ID4316;current;building_area_m2;61.0;0.01704404674496859;increase
ID4316;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.008186096127753638;decrease
ID4317;current;building_area_m2;224.0;-0.12357126967602765;decrease
ID4317;current;cat__settlement_type_Város;;-0.017891241333458586;decrease
ID4317;current;condition;3;-0.011772211960214643;decrease
ID4318;current;condition;2;-0.03867778152486184;decrease
ID4318;current;cat__settlement_type_Város;;0.027472503336896117;increase
ID4318;current;building_area_m2;142.0;0.024167854320641023;increase
ID4319;current;building_area_m2;131.0;-0.13178820157599247;decrease
ID4319;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.07057545946422343;decrease
ID4319;current;condition;4;-0.04704658173100489;decrease
ID4320;current;building_area_m2;176.0;-0.13917446342263398;decrease
ID4320;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.03406443017100406;decrease
ID4320;current;cat__county_Borsod-Abaúj-Zemplén vármegye;;-0.009497613492841778;decrease
ID4321;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.043328723966656095;decrease
ID4321;current;building_area_m2;71.0;-0.024205531708671367;decrease
ID4321;current;condition;4;-0.02069079367138529;decrease
ID4322;current;building_area_m2;100.0;0.011646500886098053;increase
ID4322;current;condition;3;0.01116786686508623;increase
ID4322;current;cat__settlement_type_Város;;-0.00968772570759784;decrease
ID4323;current;building_area_m2;94.0;-0.08343683883330247;decrease
ID4323;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.01866136963358558;decrease
ID4323;current;cat__county_Jász-Nagykun-Szolnok vármegye;;-0.009808653867138915;decrease
ID4324;current;building_area_m2;42.0;0.02945622539028493;increase
ID4324;current;cat__settlement_type_Község;;0.014610090725438276;increase
ID4324;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;-0.01178435596750267;decrease
ID4325;current;building_area_m2;60.0;0.0736009800565092;increase
ID4325;current;condition;2;-0.034649334650731806;decrease
ID4325;current;cat__settlement_type_Város;;0.010258676338959672;increase
ID4326;current;building_area_m2;123.0;0.04871373666128346;increase
ID4326;current;activation_year;2023;-0.047021058128992876;decrease
ID4326;current;cat__county_Szabolcs-Szatmár-Bereg vármegye;;0.03009903359857943;increase
ID4327;current;building_area_m2;65.0;0.02344607747246418;increase
ID4327;current;cat__settlement_type_Község;;0.018275535356040602;increase
ID4327;current;cat__settlement_type_Város;;0.015401468763466968;increase
