group;count;min;p01;p05;p25;median;p75;p95;p99;max
all;9137;0.12023595170532811;0.2876053531189206;0.5516631487680524;0.8266093875138152;1.0;1.1665874416120565;1.4295922017988496;1.6753318263686698;1.880769558341247
